submission_date,state,tot_cases,conf_cases,tot_death
04/28/2021,IN,717564,,13286
08/19/2022,AS,8042,,33
05/04/2022,WA,1507826,,12716
01/06/2022,HI,127085,,1087
02/03/2021,FL,1717889,,29220
04/06/2022,UT,927922,927922.0,4714
12/17/2021,MS,522455,298108.0,10354
08/06/2021,HI,43377,,537
02/18/2020,AK,0,,0
07/15/2022,NYC,2661061,2254458.0,40895
10/18/2021,MA,836302,780290.0,18838
07/17/2022,IN,1798430,,24000
07/28/2021,GA,1171233,926707.0,21654
10/17/2021,TX,4162747,,67812
08/07/2020,SD,9371,,144
10/25/2020,IA,115844,,1634
06/19/2020,SD,6158,,81
08/11/2022,WV,566420,440355.0,7203
10/26/2020,MA,151777,148336.0,9936
02/01/2021,MP,132,132.0,2
03/06/2020,IA,0,,0
08/16/2022,MA,1987385,1821987.0,21285
04/06/2022,TX,6681962,,86134
02/11/2020,SD,0,,0
07/29/2021,NY,1170157,,19981
02/05/2021,MS,283306,177881.0,6782
05/28/2022,PW,5043,,6
09/17/2020,RMI,0,0.0,0
11/20/2021,OK,659585,499624.0,11107
09/08/2020,UT,56018,55536.0,427
04/27/2021,OK,448475,353908.0,7254
02/28/2020,NM,0,,0
07/27/2021,UT,429300,429300.0,2441
03/14/2020,AK,1,,0
09/15/2020,NY,207341,,9003
03/27/2020,SD,58,,1
09/02/2021,OK,560850,434941.0,8090
04/01/2021,FL,2032292,,34183
02/19/2021,OH,949695,817493.0,16693
06/15/2022,IN,1753119,,23804
07/22/2022,HI,313805,,1536
09/14/2022,WV,593806,457317.0,7351
02/17/2020,PW,0,,0
05/08/2020,FL,38508,,1808
05/03/2021,AS,0,,0
06/29/2021,GA,1133983,903017.0,21412
09/17/2022,AK,281727,,1329
11/16/2021,WV,284165,220961.0,4676
05/15/2020,PA,64243,62862.0,4342
09/09/2021,CO,635443,586694.0,7254
09/07/2020,SD,15300,,173
04/11/2021,AR,332053,,5661
03/11/2022,CO,1412007,1285716.0,11839
05/09/2020,OK,5300,,293
01/25/2020,AR,0,,0
08/05/2021,IA,383198,,6193
05/25/2022,MP,11333,11333.0,34
11/28/2020,TN,354815,328144.0,4526
02/20/2022,ND,236902,178111.0,2174
01/26/2020,IN,0,,0
02/06/2021,PW,0,,0
07/04/2020,WV,3205,3099.0,94
04/05/2021,WA,369078,,5285
04/27/2021,PW,0,,0
10/17/2020,CO,87088,80097.0,2176
12/08/2021,RMI,4,4.0,0
06/24/2020,OK,15529,,420
02/18/2020,GU,0,,0
09/07/2020,IA,70403,,1168
03/16/2021,NYC,791342,664231.0,30437
01/28/2022,GU,31440,,285
09/28/2022,AL,1522136,1079162.0,20496
07/28/2021,IA,378916,,6183
05/27/2020,OK,6972,,354
06/25/2022,AS,6414,,31
09/21/2021,AK,98891,,465
01/16/2022,GA,2113319,1637633.0,31928
12/29/2020,TX,1715978,,30720
09/16/2021,TN,1169484,929764.0,14289
12/21/2020,IN,468312,,7413
07/26/2022,AR,897760,,11678
12/30/2021,WV,328162,255707.0,5336
05/29/2020,WA,21056,,1111
05/19/2020,RMI,0,0.0,0
09/03/2022,TN,2306684,1711871.0,27521
12/02/2020,HI,17819,,242
06/01/2020,FL,55807,,2678
11/07/2021,PA,1593811,1317801.0,31898
12/09/2020,GA,517779,456113.0,9921
05/28/2022,RMI,17,17.0,0
11/04/2020,PR,38326,37934.0,845
05/22/2022,GA,2541713,1970507.0,38157
04/29/2021,AR,335529,,5735
09/23/2021,MP,265,265.0,2
09/02/2022,KS,864361,644318.0,9019
02/24/2020,AS,0,,0
07/17/2022,OK,1100631,796937.0,14525
07/23/2020,AL,74404,72138.0,1977
01/10/2022,TN,1546114,1200640.0,21131
06/24/2020,MP,30,30.0,2
11/28/2021,PW,10,,0
05/21/2020,AS,0,,0
09/23/2021,AR,489856,,7548
08/24/2020,RMI,0,0.0,0
03/02/2021,KS,294302,238803.0,4744
08/12/2022,OK,1147408,824670.0,14623
10/16/2020,UT,91957,91957.0,537
10/01/2022,PA,3254503,2678949.0,47213
06/19/2020,TX,103305,,2532
12/28/2021,UT,630126,630126.0,3774
11/23/2021,IA,518859,,7354
08/22/2021,UT,453467,453467.0,2580
09/24/2020,IA,83582,,1302
10/17/2020,NM,36343,,876
06/05/2021,UT,407419,407419.0,2311
04/18/2021,AS,0,,0
04/13/2020,KS,1376,,62
10/11/2022,RMI,15375,15375.0,17
05/10/2022,TX,6766749,,86646
08/04/2020,HI,2738,,27
06/04/2021,IN,746135,,13645
05/25/2021,NM,202405,,4245
05/29/2022,SD,239704,,2927
09/26/2021,NY,1328061,,20871
04/28/2021,AR,335289,,5726
02/27/2022,PR,473338,266559.0,4109
09/25/2020,PW,0,,0
04/30/2021,KS,309130,249723.0,4982
01/24/2021,WA,300779,,4114
04/28/2020,AS,0,,0
02/16/2021,SD,110593,,1844
09/18/2020,KS,52285,50038.0,596
08/25/2022,KS,858613,640738.0,8958
01/29/2021,NM,172798,,3147
08/30/2020,MP,56,56.0,2
02/12/2020,GU,0,,0
03/11/2022,GA,2476516,1918383.0,36193
09/14/2020,PW,0,,0
12/12/2021,GA,1678746,1295855.0,30823
01/11/2022,TN,1559925,1209715.0,21189
04/06/2020,RMI,0,,0
10/01/2022,WA,1817210,,14339
09/21/2022,AR,947967,,12028
01/31/2021,IA,319247,,4901
12/06/2020,GA,501405,443822.0,9806
05/13/2020,IN,25473,,1610
06/26/2020,KS,13538,13227.0,264
02/13/2022,AR,806877,,10065
02/15/2020,ND,0,,0
09/21/2021,NYC,1071854,878717.0,34113
10/06/2021,IN,976802,,15913
10/14/2022,NYC,2902815,2447510.0,42150
04/29/2022,IA,763782,,9529
05/15/2022,MA,1809309,1663904.0,20393
05/23/2022,NYC,2471243,2099409.0,40351
02/23/2022,OK,1018328,749410.0,12990
02/16/2022,NY,2611709,,26684
08/30/2021,RMI,4,4.0,0
06/09/2020,PW,0,,0
08/09/2021,AS,0,,0
12/22/2020,IN,471981,,7556
06/09/2021,KS,315500,254578.0,5103
05/17/2022,ND,242893,181928.0,2275
03/18/2021,GU,7780,,134
03/23/2021,ND,102001,95889.0,1464
05/06/2022,SD,238185,,2915
02/13/2022,MA,1648656,1518669.0,22791
07/03/2021,NYC,956389,788410.0,33430
07/23/2021,ND,111215,101858.0,1538
01/08/2022,TX,5000819,,75233
12/29/2021,ND,173379,142016.0,2007
02/25/2022,PR,472727,266232.0,4101
07/27/2020,MA,108562,108562.0,8574
12/28/2021,FL,4062986,,63050
10/01/2022,UT,1038416,1038416.0,5021
11/10/2021,MS,507775,290898.0,10182
07/24/2021,FL,2514382,,39223
06/04/2020,PR,1402,1349.0,130
11/15/2021,IA,506538,,7166
02/28/2020,NY,0,,0
08/03/2021,WA,477436,,6136
07/08/2020,PR,2569,2483.0,148
06/18/2021,MP,183,183.0,2
10/18/2021,AS,4,,0
04/22/2021,IN,711787,,13225
08/19/2020,CO,54872,50805.0,1900
10/11/2021,AL,804777,604124.0,15751
07/22/2021,UT,426418,426418.0,2425
06/06/2022,TN,2072152,1571533.0,26494
06/11/2020,PA,81578,79526.0,6162
12/19/2021,AR,543648,,8956
12/25/2021,PW,10,,0
06/29/2020,WA,32016,,1320
02/17/2022,ND,236553,177873.0,2172
04/17/2020,OK,3130,,151
04/01/2022,PR,481609,270059.0,4170
01/06/2021,PA,691999,616926.0,16914
09/28/2020,NM,28985,,823
03/30/2021,PW,0,,0
09/26/2020,AS,0,,0
04/02/2021,FL,2038167,,34248
12/29/2021,NYC,1515649,1242952.0,35351
02/19/2022,OH,2643929,2051129.0,35493
10/30/2021,MA,851922,794382.0,18996
12/16/2021,PW,10,,0
07/19/2020,IN,56571,,2806
09/02/2020,NYC,237248,231056.0,23413
05/31/2020,TX,64287,,1919
02/22/2021,IA,333068,,5374
01/14/2021,TN,660743,569920.0,8148
10/14/2022,AR,955518,,12359
09/13/2022,AS,8217,,34
12/05/2020,HI,18169,,259
01/13/2022,NYC,2057960,1732210.0,36519
04/18/2021,MP,162,162.0,2
07/24/2020,OK,38308,,593
11/21/2020,MS,145818,119080.0,4135
01/01/2022,NM,350043,,5855
04/27/2020,WA,13705,,765
06/13/2022,ND,246544,184030.0,2285
03/25/2020,KS,98,,2
02/04/2022,AK,217366,,1060
07/15/2020,AR,30297,,335
01/16/2022,MP,3946,3946.0,21
04/10/2021,WA,374792,,5322
08/10/2021,CO,586929,543522.0,7010
09/18/2021,WV,221513,170640.0,3370
11/29/2020,PR,55301,53695.0,1092
01/25/2020,IA,0,,0
08/13/2020,GU,502,,5
03/22/2021,OH,1001194,851248.0,18347
02/06/2021,IN,638644,,11718
01/22/2022,MS,681382,388043.0,10721
06/17/2020,FL,82944,,3195
02/28/2021,AK,56331,,323
07/18/2022,PA,3051356,2519431.0,45996
06/05/2022,PA,2941231,2431492.0,45308
08/21/2021,OH,1178792,979074.0,20689
06/28/2020,WA,31629,,1310
02/07/2020,NYC,0,,0
01/05/2021,ND,93832,90478.0,1334
03/31/2021,NYC,852126,709505.0,31277
09/03/2020,GU,1619,,13
02/04/2022,MA,1630462,1502248.0,22379
06/17/2021,NM,204577,,4307
07/15/2021,SD,124798,,2040
06/29/2022,WA,1659172,,13239
05/24/2022,TN,2051244,1557137.0,26403
06/22/2021,PR,140998,123607.0,2531
07/01/2020,ND,3615,3615.0,80
12/12/2021,GU,19325,,269
01/30/2020,PA,0,,0
07/28/2021,UT,430143,430143.0,2447
06/08/2020,NY,171446,,8362
12/05/2021,OH,1731003,1378415.0,26851
06/30/2020,NY,178275,,8680
12/14/2020,GA,546558,479340.0,10104
07/15/2020,IN,53370,,2769
08/21/2022,NYC,2795055,2362224.0,41437
02/14/2021,IA,329120,,5236
06/16/2020,HI,732,,17
08/21/2021,MP,224,224.0,2
05/30/2020,NM,7624,,341
09/15/2020,WV,12976,12672.0,280
02/02/2021,TX,2415490,,41666
01/29/2021,FL,1679986,,28433
05/09/2020,MS,10781,10699.0,728
06/02/2021,TN,859022,708778.0,12465
04/16/2020,IN,9542,,475
06/03/2020,PA,77488,75622.0,5817
08/04/2022,WA,1746487,,13697
07/10/2020,OK,27191,,482
04/03/2020,MS,2707,2685.0,188
06/08/2022,RMI,18,18.0,0
05/05/2022,TN,2031514,1543126.0,26206
08/30/2021,CO,616686,570183.0,7129
08/12/2020,WV,8008,7844.0,153
05/01/2020,MA,64311,64311.0,4304
02/26/2021,AS,4,,0
04/27/2022,AK,244914,,1219
03/06/2021,TN,774469,648922.0,11534
06/22/2022,KS,801946,601313.0,8945
09/07/2022,MA,2013992,1845953.0,21463
10/11/2022,MP,13171,13171.0,40
04/06/2020,TN,3659,3650.0,44
04/04/2021,MP,159,159.0,2
07/10/2022,IA,802455,,9703
06/03/2020,OK,7844,,370
04/27/2022,KS,773796,581848.0,8597
03/26/2022,ND,239672,179981.0,2242
09/26/2021,KS,405787,322654.0,6009
01/14/2022,SD,203137,,2559
03/21/2022,GU,46893,,340
09/25/2022,GU,58510,,401
09/01/2020,SD,13749,,167
12/08/2020,FL,1061773,,20571
09/03/2021,PA,1311722,1092346.0,28352
02/25/2021,RMI,4,4.0,0
06/03/2021,WA,437538,,5821
10/06/2021,RMI,4,4.0,0
01/03/2022,WA,880577,,9853
07/29/2022,PA,3090149,2550593.0,46205
07/30/2020,PA,116054,112501.0,7189
07/18/2020,HI,1356,,24
10/12/2022,GA,2913382,2243886.0,40448
03/02/2020,AL,0,0.0,1
02/16/2021,PR,99616,91953.0,1917
07/04/2021,MS,322886,197442.0,7504
11/10/2021,MP,369,369.0,3
10/03/2022,AR,952123,,12181
05/28/2022,MP,11333,11333.0,34
06/06/2022,PW,5083,,6
10/08/2021,AS,3,,0
08/01/2020,CO,48404,44792.0,1844
11/16/2021,IN,1058379,,17147
03/05/2020,NY,12,,0
08/21/2022,WV,572854,444493.0,7234
02/26/2020,FL,0,,0
07/25/2022,IA,814855,,9759
04/07/2021,PA,1061212,900816.0,25285
08/27/2022,RMI,14506,14506.0,16
02/04/2020,PW,0,,0
08/04/2020,OH,95106,90041.0,3570
04/21/2022,TX,6717715,,86445
01/23/2020,GU,0,,0
07/04/2020,MS,35561,35032.0,1496
08/31/2020,RMI,0,0.0,0
09/27/2020,NYC,246080,239017.0,23517
06/24/2022,IN,1764876,,23855
11/23/2020,FL,934290,,19225
07/19/2020,SD,7906,,118
01/01/2021,AR,229442,,3711
08/05/2022,TN,2218933,1662817.0,27106
05/28/2020,RMI,0,0.0,0
02/25/2022,NM,510783,,6903
02/05/2021,FL,1735334,,29558
11/24/2021,CO,827547,757664.0,9064
11/11/2020,OK,162423,143272.0,2214
01/24/2021,AL,440949,353342.0,9133
08/19/2021,AS,0,,0
05/18/2021,IA,369690,,6013
08/27/2022,AK,278680,,1304
12/25/2021,FL,3947911,,62930
07/23/2021,GA,1157705,917915.0,21614
04/20/2021,NYC,912592,755279.0,32239
11/30/2021,UT,595801,595801.0,3528
02/08/2021,AS,3,,0
02/14/2022,PR,469044,264254.0,4032
09/10/2022,AL,1507856,1070800.0,20408
04/01/2021,IN,689172,,13021
02/04/2021,GA,928070,763077.0,14756
01/13/2022,OH,2266236,1776050.0,30435
06/30/2022,GA,2647568,2051117.0,38579
03/15/2022,AS,779,,0
01/16/2022,NM,398939,,6145
03/09/2022,NY,2640378,,27081
05/10/2021,TX,2905863,,50292
08/09/2022,NM,598960,,8297
07/16/2022,MP,12193,12193.0,35
03/10/2021,UT,376327,376327.0,1992
02/16/2022,ND,236267,177665.0,2169
10/01/2020,ND,22694,22694.0,264
02/01/2021,NM,174550,,3191
12/22/2020,ND,90723,88128.0,1243
05/31/2020,OH,35513,33073.0,2155
03/15/2021,NYC,788604,662312.0,30392
03/04/2022,WA,1429857,,12025
09/19/2020,FL,669070,,15640
10/15/2021,PW,10,,0
04/09/2020,AR,1127,,21
03/30/2022,PA,2780481,2304855.0,44260
07/21/2020,IN,57916,,2829
03/31/2020,RMI,0,,0
02/27/2021,AR,319195,,5417
05/26/2020,FL,51045,,2468
10/24/2020,WV,21712,20427.0,422
03/01/2020,TX,0,,0
08/15/2022,UT,1020130,1020130.0,4940
12/09/2020,AL,281848,234645.0,5787
01/28/2021,MS,274927,173720.0,6647
03/17/2020,SD,11,,1
02/18/2021,NYC,691598,589268.0,28683
05/15/2021,AL,539211,417050.0,11315
03/05/2021,AL,498287,393657.0,10661
10/03/2021,TN,1234362,974784.0,15288
01/14/2021,PR,87886,81984.0,1681
04/10/2021,AR,332053,,5661
06/11/2020,NM,9367,,408
06/07/2022,PA,2951440,2440063.0,45349
06/25/2022,PW,5201,,6
07/01/2022,IA,798174,,9688
08/15/2022,NY,3127247,,28659
10/04/2020,GA,341302,321438.0,7162
09/12/2022,MS,918874,494399.0,12821
01/29/2020,NY,0,,0
06/25/2022,AK,259390,,1252
10/21/2021,FL,3654806,,60857
08/19/2021,ND,114481,104206.0,1550
08/28/2021,PR,169700,141922.0,2817
09/16/2020,AL,139790,126998.0,3763
01/26/2020,UT,0,,0
03/19/2020,TX,108,,6
09/21/2020,NYC,243212,236478.0,23493
09/01/2022,MS,913049,492258.0,12794
06/25/2022,NY,2991352,,28202
12/24/2020,PA,598585,539889.0,14718
12/16/2020,TX,1519340,,27616
11/17/2020,AR,135902,,2245
03/29/2020,RMI,0,,0
06/09/2022,ND,246544,184030.0,2285
02/09/2022,NY,2593649,,26433
12/15/2020,AK,40876,,262
10/31/2021,NM,275209,,5049
07/14/2022,WA,1698989,,13424
10/29/2020,NM,44904,,939
12/20/2021,NYC,1269923,1031127.0,35101
06/07/2020,AS,0,,0
07/09/2022,TX,7192916,,87265
04/03/2020,GU,84,,4
06/23/2020,AL,31830,31441.0,1220
03/18/2022,GA,2482518,1922372.0,36507
02/02/2021,IA,320618,,4919
09/15/2022,PR,945833,410080.0,5063
03/07/2021,WV,133445,106629.0,2325
01/23/2021,HI,24950,,333
09/03/2021,TX,3661361,,56598
05/16/2020,UT,7166,7166.0,79
04/26/2021,MA,683665,641211.0,17564
07/24/2021,HI,38741,,524
03/25/2021,AK,59589,,335
08/31/2022,ND,264750,195709.0,2348
01/30/2022,AK,205241,,1052
01/19/2022,FL,5263733,,65824
09/25/2022,UT,1036535,1036535.0,5011
07/22/2020,NY,186442,,8800
08/01/2022,RMI,66,66.0,0
03/05/2022,UT,924248,924248.0,4453
09/11/2020,KS,48386,46626.0,511
10/16/2022,SD,262837,,3046
03/17/2022,TX,6613467,,85320
01/04/2022,RMI,4,4.0,0
11/21/2021,OK,659585,499624.0,11107
03/30/2022,NM,517742,,7255
08/18/2022,UT,1023669,1023669.0,4953
10/04/2020,MP,73,73.0,2
03/11/2022,AL,1288062,928875.0,19400
04/02/2020,AL,1364,1312.0,59
10/28/2020,AL,187247,160889.0,4521
12/17/2020,MS,193085,139182.0,5049
12/01/2021,PA,1744526,1436981.0,33521
02/28/2022,PW,3781,,6
01/06/2021,ND,94156,90741.0,1341
05/02/2021,NM,198159,,3955
05/10/2021,RMI,4,4.0,0
01/28/2022,KS,722824,544746.0,7522
02/12/2021,PW,0,,0
09/03/2020,NYC,237577,231351.0,23416
09/24/2021,CO,664886,613049.0,7472
01/18/2021,MS,257766,166462.0,6350
11/18/2021,UT,581165,581165.0,3411
02/12/2020,WA,1,,0
09/19/2020,NY,209240,,9014
09/12/2020,AK,6215,,59
08/11/2022,AS,8042,,33
05/29/2022,ND,244278,182703.0,2281
04/28/2020,UT,4423,4423.0,45
01/20/2021,AS,3,,0
08/23/2021,MP,224,224.0,2
07/26/2022,OH,2918366,2235399.0,38981
01/09/2022,FL,4782862,,64011
08/25/2020,TN,142592,139651.0,1588
12/22/2020,PR,73046,69292.0,1407
03/02/2020,PA,0,0.0,0
09/09/2021,RMI,4,4.0,0
03/07/2021,MA,591356,559083.0,16479
11/21/2020,PR,50072,48844.0,1003
07/20/2022,CO,1586270,1435862.0,12922
07/02/2020,IA,30209,,718
12/24/2021,IN,1200926,,18696
05/18/2022,KS,782802,588685.0,8802
05/02/2020,NY,140623,,5544
04/11/2021,HI,31045,,468
03/27/2020,AR,386,,3
05/23/2022,RMI,17,17.0,0
07/15/2022,FL,6651205,,77326
12/18/2020,NM,127500,,2042
06/01/2022,AR,843828,,11488
03/16/2021,GA,1036506,837443.0,18287
10/14/2021,GU,16795,,222
12/05/2021,AR,533356,,8739
08/04/2021,RMI,4,4.0,0
02/06/2021,FL,1741936,,29717
06/07/2021,IA,372064,,6073
08/03/2022,UT,1010292,1010292.0,4900
03/08/2021,MA,592344,559975.0,16517
03/09/2020,WV,0,,0
03/29/2020,OH,1653,,29
04/12/2022,SD,237246,,2893
06/22/2020,PR,1694,1619.0,137
04/06/2020,IN,4944,,139
09/10/2021,AL,741681,564166.0,14142
03/19/2021,PA,986621,843414.0,24741
06/07/2020,NY,171128,,8339
10/20/2021,RMI,4,4.0,0
08/13/2022,WV,567426,441051.0,7203
09/07/2022,HI,332278,,1643
07/20/2022,NM,582061,,8138
06/14/2021,MS,319841,195815.0,7446
08/22/2022,TX,7658859,,88347
02/11/2022,IA,739566,,8829
09/18/2021,CO,654065,603384.0,7383
08/04/2021,MA,724018,676387.0,18091
07/17/2021,IN,760599,,13939
03/15/2020,MP,0,0.0,0
05/22/2021,UT,404246,404246.0,2290
05/18/2021,AS,0,,0
05/12/2022,UT,938864,938864.0,4761
12/03/2021,RMI,4,4.0,0
06/27/2022,TN,2114345,1598524.0,26634
02/16/2022,KS,760598,573060.0,7890
02/05/2022,AR,793361,,9793
03/01/2021,NM,185297,,3613
08/14/2022,MP,12866,12866.0,39
11/02/2020,AL,193968,165972.0,4621
11/08/2020,RMI,1,1.0,0
01/27/2021,SD,107608,,1739
02/14/2020,FL,0,,0
05/10/2021,GA,1110418,886723.0,20368
05/20/2022,IA,773855,,9572
12/16/2021,NY,1687870,,22891
08/24/2021,PA,1277976,1066957.0,28098
02/09/2020,MA,1,,0
11/07/2020,AR,120828,,2068
02/19/2021,FL,1826979,,31362
05/14/2020,MA,82182,82182.0,5970
08/16/2022,OH,3002043,2294234.0,39220
11/14/2020,WA,130322,,2519
03/14/2021,UT,378379,378379.0,2027
03/20/2021,NY,985007,,18551
12/28/2020,AL,347770,284182.0,6972
04/24/2021,UT,395150,395150.0,2180
07/04/2022,OH,2848453,2187376.0,38852
12/30/2021,WA,848785,,9853
01/10/2022,IN,1366754,,19796
05/29/2021,OH,1101557,922126.0,19861
04/22/2020,WA,12467,,692
08/28/2022,MA,2005250,1838163.0,21390
02/21/2020,UT,0,,0
08/28/2020,FL,606001,,13723
05/08/2020,WV,1323,1323.0,52
05/23/2021,IN,740189,,13529
01/24/2021,MP,132,132.0,2
04/06/2020,GU,111,,4
07/30/2020,IA,44039,,857
05/18/2021,UT,402988,402988.0,2271
07/11/2020,NYC,221934,216838.0,23080
01/08/2021,SD,102580,,1556
07/18/2020,NM,16736,,548
05/02/2022,OH,2697058,2085060.0,38428
04/17/2020,IN,10154,,517
01/16/2022,NY,2397668,,24750
07/02/2020,FL,175234,,3926
08/24/2021,SD,129411,,2057
02/23/2022,PR,472484,266119.0,4098
06/18/2022,MA,1905719,1748276.0,20818
07/07/2021,AK,68674,,370
09/13/2021,CO,643543,594115.0,7302
10/04/2020,RMI,0,0.0,0
10/02/2021,MA,814715,760486.0,18651
08/02/2020,OH,93031,88134.0,3529
10/25/2020,SD,39203,,375
07/04/2021,PR,141612,124044.0,2540
02/23/2021,ND,99531,94394.0,1440
05/11/2021,PA,1183320,994507.0,26607
07/12/2022,GU,53363,,373
08/20/2021,CO,600819,555951.0,7067
12/09/2021,MS,518670,296341.0,10317
10/08/2021,PR,182036,150051.0,3181
08/05/2022,GA,2778580,2146655.0,39173
02/16/2022,CO,1395792,1272218.0,11659
03/18/2022,AL,1290061,930155.0,19474
08/05/2020,KS,29717,29076.0,368
02/22/2020,NYC,0,,0
05/29/2022,PR,666868,332023.0,4359
05/14/2021,MP,170,170.0,2
08/07/2022,RMI,70,70.0,0
09/18/2022,TN,2327544,1723402.0,27631
09/20/2022,AR,947211,,12017
02/07/2020,AR,0,,0
03/13/2021,TX,2715755,,47660
10/17/2020,HI,13907,,186
02/09/2021,NY,850387,,17009
12/12/2020,AK,39557,,254
09/02/2022,MP,13120,13120.0,40
11/24/2021,OH,1660131,1327952.0,26190
07/05/2021,AR,351825,,5920
10/09/2022,IN,1925645,,24748
06/07/2021,NYC,951244,784382.0,33308
10/07/2021,WA,676300,,7972
08/26/2021,PR,168238,141006.0,2796
10/15/2020,CO,84574,77871.0,2162
05/04/2020,NM,4031,,154
01/29/2021,TX,2330028,,40654
03/15/2022,WV,495728,393297.0,6598
12/23/2021,AS,11,,0
07/22/2020,PW,0,,0
01/02/2021,HI,21417,,287
06/24/2020,AS,0,,0
01/16/2022,KS,621273,470516.0,7162
09/24/2021,MP,265,265.0,2
01/31/2022,AR,776759,,9628
03/10/2020,WV,0,,0
12/24/2020,NY,494968,,11912
10/05/2022,GU,58600,,401
03/06/2021,SD,113378,,1898
09/04/2022,TN,2307922,1712650.0,27521
11/28/2020,GA,467564,418936.0,9424
12/16/2021,RMI,4,4.0,0
07/02/2021,IA,374054,,6142
03/02/2020,IA,0,,0
05/14/2022,PW,4879,,6
02/12/2021,MP,134,134.0,2
05/18/2021,MP,173,173.0,2
06/14/2020,PA,83058,80939.0,6243
09/15/2022,MA,2030335,1860512.0,21588
08/06/2020,ND,7327,7327.0,110
10/07/2022,AK,283562,,1356
12/06/2021,AL,847832,623908.0,16496
07/07/2022,MP,11829,11829.0,35
02/03/2022,KS,739622,557033.0,7577
12/01/2020,WA,170945,,2805
02/23/2021,IN,657898,,12415
04/23/2021,GA,1091339,873669.0,19917
10/09/2020,MA,137701,135011.0,9604
10/04/2020,FL,703094,,16520
01/28/2021,RMI,4,4.0,0
07/09/2021,UT,418976,418976.0,2393
08/08/2020,ND,7596,7596.0,112
11/10/2021,NYC,1133005,924915.0,34665
11/10/2020,RMI,1,1.0,0
06/07/2020,WA,23575,,1159
03/31/2021,OK,442381,349351.0,7150
09/22/2020,IA,81301,,1286
05/30/2022,RMI,17,17.0,0
07/26/2020,TN,91359,90417.0,964
07/08/2020,MS,39747,39041.0,1603
01/03/2022,GA,1887315,1464024.0,31443
10/08/2020,HI,13110,,164
08/06/2022,NYC,2747719,2324201.0,41216
03/19/2021,TX,2739385,,48101
07/29/2022,MS,875132,474883.0,12648
03/27/2022,MS,794093,436507.0,12378
04/01/2021,OK,442611,349516.0,7153
04/06/2021,MS,307423,188779.0,7219
09/12/2022,OK,1186780,847380.0,14765
06/25/2021,GU,8333,,139
01/16/2022,IN,1425877,,20226
05/12/2020,RMI,0,0.0,0
01/29/2020,MA,0,,0
02/05/2020,RMI,0,,0
05/08/2022,OK,1042637,761067.0,14346
03/21/2021,IA,345710,,5675
04/13/2022,AL,1296584,934037.0,19618
08/24/2021,UT,455513,455513.0,2593
04/19/2021,NY,1094889,,19199
03/16/2020,PW,0,,0
02/12/2022,WV,474712,376723.0,5992
02/05/2021,NM,176793,,3273
09/23/2021,NM,248075,,4734
02/09/2020,GU,0,,0
09/03/2021,CO,625354,577730.0,7194
05/30/2022,ND,244571,182864.0,2283
04/30/2020,SD,2449,,17
04/10/2020,KS,1241,,52
08/26/2020,AR,58023,,732
08/05/2020,AS,0,,0
01/08/2022,KS,566062,433332.0,7096
11/30/2020,AR,157359,,2502
08/19/2021,AK,79038,,404
12/14/2021,ND,168253,138619.0,1968
06/28/2022,MS,832212,455270.0,12516
03/02/2020,FL,2,,0
01/23/2022,IN,1524527,,20751
06/24/2021,HI,36157,,510
06/09/2020,TN,26987,26809.0,421
08/04/2020,WA,59292,,1619
10/07/2021,FL,3619307,,59616
12/05/2020,IN,375028,,6186
07/06/2021,PW,2,,0
04/03/2022,AR,833128,,11265
06/16/2020,AK,681,,16
10/20/2020,NY,231273,,9164
05/16/2020,KS,7886,7886.0,172
04/13/2022,TN,2021188,1535942.0,26103
04/09/2022,OH,2676629,2072191.0,38166
03/09/2020,GA,26,26.0,0
04/04/2021,AS,0,,0
04/26/2020,MS,7312,7283.0,510
10/02/2021,WV,243671,188384.0,3722
12/26/2021,AL,869940,639996.0,16693
09/05/2021,RMI,4,4.0,0
11/07/2020,NM,53671,,1044
01/31/2020,KS,0,,0
03/02/2020,CO,1,1.0,0
07/23/2021,WA,465592,,6078
07/06/2021,GA,1136893,905068.0,21457
01/27/2021,TN,706923,603190.0,9162
03/19/2020,PA,218,215.0,1
04/12/2021,AK,62566,,341
11/20/2020,MP,103,103.0,2
02/08/2022,KS,748520,563951.0,7725
07/26/2022,AK,269068,,1275
06/01/2021,FL,2288328,,37203
09/13/2022,GA,2883318,2222490.0,39875
05/12/2020,OK,5515,,301
08/23/2022,IN,1876822,,24343
03/16/2021,SD,114791,,1912
06/27/2020,SD,6626,,91
05/30/2022,HI,267602,,1439
07/28/2020,TX,394265,,9224
06/17/2021,MA,709187,663048.0,17957
06/06/2021,MP,183,183.0,2
10/16/2022,PW,5490,,7
09/19/2021,KS,398547,317369.0,5897
01/18/2022,UT,790216,790216.0,3979
03/03/2021,AR,323353,,5261
12/10/2021,UT,610681,610681.0,3640
05/10/2020,AS,0,,0
07/09/2020,NM,14251,,513
04/27/2021,KS,308187,249126.0,4970
05/09/2021,AR,337510,,5761
09/01/2021,NM,233487,,4528
05/06/2021,MP,169,169.0,2
03/17/2020,TN,14,14.0,0
02/19/2020,AS,0,,0
11/20/2020,MS,145039,118627.0,4118
10/18/2021,CO,714069,656715.0,7917
06/11/2022,GU,49935,,367
08/25/2021,AR,441246,,6774
12/31/2021,NYC,1562082,1284818.0,35389
06/02/2020,PR,1342,1294.0,128
04/10/2022,WA,1468901,,12566
02/15/2020,KS,0,,0
08/20/2021,GU,9343,,144
